L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,activity_mode,activity_bias,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict,density_delta,activity_A
6,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,64,6.438535699647514e-17,7.960531260941708e-16,2.498001805406602e-16,0.7071067811865476,4.171695298959033,2.280958675766416,NA,-4.561892232280825,C_from_tilted_residual,1.8907617424446244,2.1509972014357867e-06,0.9453747480809849,7.130773798442961e-07,2.000012953892284,-4.691913524368374e-12,1.224628265461547e-05,ok,ROW_VALID,0.0,0.05
7,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,128,8.756664261503602e-17,1.3130665911781001e-15,3.608224830031759e-16,0.7071067811865476,4.563643871237761,2.510435447976688,NA,-5.020841156114458,C_from_tilted_residual,2.0532381630999907,2.165316706302864e-06,1.0266118151716408,7.089619362020975e-07,2.0000141560388207,-5.642264433447508e-12,1.4532756709151329e-05,ok,ROW_VALID,0.0,0.05
4,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,16,5.934750174762927e-17,3.973888332713367e-16,2.220446049250313e-16,0.7071067811865476,1.484322472746534,0.8966954009613668,NA,-1.7933778521580275,C_from_tilted_residual,0.5876400215498734,2.0446193149152863e-06,0.2938168059805013,5.383866309698531e-07,2.0000218149157583,-1.006972283335017e-13,6.409588870770477e-06,ok,ROW_VALID,0.0,0.05
5,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,32,1.2064446335803292e-16,1.211416448929644e-15,8.326672684688674e-17,0.7071067811865475,1.5949803266003801,0.989906954659192,NA,-1.979797870362919,C_from_tilted_residual,0.6050894108966531,2.062737403297723e-06,0.3025407257626289,5.041684744751115e-07,2.0000263084296344,-1.3683498778505054e-13,7.959371395305226e-06,ok,ROW_VALID,0.0,0.05
6,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,64,8.659015395810988e-17,1.2307928047521203e-15,4.163336342344337e-16,0.7071067811865476,1.6856382142860302,1.0682551142351722,NA,-2.136491751440191,C_from_tilted_residual,0.6174015770810115,2.0773651830987787e-06,0.3086961971683455,4.781310985964205e-07,2.000029746865704,-1.6975310046518644e-13,9.182744320490599e-06,ok,ROW_VALID,0.0,0.05
7,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.5,0.5,128,7.446386651264715e-17,1.1734528881162523e-15,5.551115123125783e-16,0.7071067811865476,1.7624073870438455,1.1358522050491393,NA,-2.2716839580134556,C_from_tilted_residual,0.6265756340795292,2.0889802307678115e-06,0.3132827299936247,4.575344522646912e-07,2.0000324757521106,-2.0566881531181025e-13,1.0174092279768843e-05,ok,ROW_VALID,0.0,0.05
4,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,16,7.620804642547887e-17,4.491786269717532e-16,1.1102230246251565e-16,0.7071067811865476,3.2750320420802477,1.7595965360182033,NA,-3.5191783023231857,C_from_tilted_residual,1.5154502757752653,2.1113974092769785e-06,0.7577215753888256,7.254449890237762e-07,2.00000940318693,2.7975399774504695e-12,7.124997614127437e-06,ok,ROW_VALID,0.0,-0.05
5,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,32,5.2291104181646334e-17,5.867436971598085e-16,8.326672684688674e-17,0.7071067811865475,3.7457250865310563,2.0325497936222376,NA,-4.065079441982238,C_from_tilted_residual,1.7131954381710557,2.1339909355743227e-06,0.8565928268890799,7.183603625357644e-07,2.000011422454857,3.74333897212864e-12,9.784392895895166e-06,ok,ROW_VALID,0.0,-0.05
6,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,64,6.834753281164285e-17,9.864618544610768e-16,5.273559366969494e-16,0.7071067811865476,4.171695298959033,2.280958675766416,NA,-4.561892233133476,C_from_tilted_residual,1.890761741591973,2.1514505066049123e-06,0.9453747480811292,7.130774914095874e-07,2.0000129529900597,4.691247390553599e-12,1.2245429714674572e-05,ok,ROW_VALID,0.0,-0.05
7,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,128,9.452665302621267e-17,1.3524676352971167e-15,5.551115123125783e-17,0.7071067811865476,4.563643871237761,2.510435447976688,NA,-5.0208411556881325,C_from_tilted_residual,2.0532381635263164,2.1651047448658893e-06,1.0266118151712744,7.089619470167811e-07,2.000014156454809,5.639932965095795e-12,1.4533183767539981e-05,ok,ROW_VALID,0.0,-0.05
4,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,16,5.820620363709795e-17,4.997795448200035e-16,2.7755575615628914e-17,0.7071067811865476,1.484322472746534,0.8966954009613668,NA,-1.7933778523711903,C_from_tilted_residual,0.5876400213367106,2.0449820586828536e-06,0.2938168059805679,5.383865837369654e-07,2.000021814189809,1.0064171718227044e-13,6.409375574722986e-06,ok,ROW_VALID,0.0,-0.05
5,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,32,8.741165288889484e-17,9.001040666087012e-16,1.1102230246251565e-16,0.7071067811865475,1.5949803266003797,0.9899069546591923,NA,-1.9797978707537174,C_from_tilted_residual,0.6050894105058546,2.0633575685673967e-06,0.3025407257625623,5.041688414415085e-07,2.000026307138353,1.351696532481128e-13,7.95898073002732e-06,ok,ROW_VALID,0.0,-0.05
6,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,64,7.994463240576926e-17,1.262022062760305e-15,8.326672684688674e-17,0.7071067811865476,1.6856382142860302,1.0682551142351717,NA,-2.1364917514401904,C_from_tilted_residual,0.6174015770810115,2.0773615867665915e-06,0.308696197168451,4.781307749122425e-07,2.0000297468650206,1.7158496845581794e-13,9.182744109548224e-06,ok,ROW_VALID,0.0,-0.05
7,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.05,0.5,0.5,128,7.942668578181807e-17,1.1007662571013705e-15,1.3877787807814457e-16,0.7071067811865476,1.762407387043846,1.1358522050491393,NA,-2.271683958137801,C_from_tilted_residual,0.6265756339551842,2.0891538761294836e-06,0.31328272999381346,4.5753351314796017e-07,2.0000324753539958,2.0594637106796654e-13,1.0173967557314256e-05,ok,ROW_VALID,0.0,-0.05
4,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,16,4.557991706152212e-17,5.311736219941493e-16,1.3877787807814457e-16,0.7071067811865476,3.275223235489446,1.7597081814823223,NA,-3.5193579229253613,C_from_tilted_residual,1.5155734940464072,2.111275562731308e-06,0.7577722669563358,7.254777445091732e-07,2.0000382174632123,-5.594968932598476e-12,2.8960133735544957e-05,ok,ROW_VALID,0.0,0.1
5,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,32,7.010723786149908e-17,6.119114779523644e-16,0.0,0.7071067811865475,3.745940571907619,2.0326793143304815,NA,-4.065278778777081,C_from_tilted_residual,1.7133411074610194,2.134050553226647e-06,0.8566507354698105,7.184000082271325e-07,2.000046269173372,-7.487677144979443e-12,3.963652139837848e-05,ok,ROW_VALID,0.0,0.1
6,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,64,1.1303994971085627e-16,1.4632509801410147e-15,2.7755575615628914e-16,0.7071067811865476,4.171930657534255,2.281103243274572,NA,-4.562106825656678,C_from_tilted_residual,1.890927075152149,2.1513422440827657e-06,0.9454387792769747,7.131223832608621e-07,2.0000523741983987,-9.386491583995848e-12,4.951659819951715e-05,ok,ROW_VALID,0.0,0.1
7,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,128,7.26178200883413e-17,1.1573546509132194e-15,2.7755575615628914e-17,0.7071067811865476,4.5638962538924535,2.5105931249220115,NA,-5.0210681767083,C_from_tilted_residual,2.053421202106165,2.164825244207941e-06,1.0266812511800838,7.090114086666825e-07,2.00005717426507,-1.1282641487753153e-11,5.8699745997259356e-05,ok,ROW_VALID,0.0,0.1
4,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,16,6.61923560752255e-17,4.963801124027362e-16,0.0,0.7071067811865476,1.4843523501099187,0.896724808239903,NA,-1.793398057873187,C_from_tilted_residual,0.5876791004766346,2.045080329008086e-06,0.2938266932950462,5.385143073745545e-07,2.0000875137866267,-2.0133894551577214e-13,2.5713886542266806e-05,ok,ROW_VALID,0.0,0.1
5,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,32,6.985614554959273e-17,6.643908411351751e-16,1.6653345369377348e-16,0.7071067811865475,1.5949993808281366,0.9899332033434509,NA,-1.9798024997481656,C_from_tilted_residual,0.605130084423422,2.062694161194505e-06,0.3025490955089305,5.043286844963551e-07,2.0001054156367823,-2.707833957060757e-13,3.189340556097875e-05,ok,ROW_VALID,0.0,0.1
6,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,64,9.338069238218187e-17,9.885267864060981e-16,1.1102230246251565e-16,0.7071067811865476,1.6856465467340778,1.0682770745154913,NA,-2.1364804961057895,C_from_tilted_residual,0.6174431251437795,2.076685968260742e-06,0.3087031771022597,4.783164179104556e-07,2.0001191142235895,-3.4061642395499803e-13,3.677093926013342e-05,ok,ROW_VALID,0.0,0.1
7,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.1,0.5,0.5,128,7.066352563589442e-17,1.1703629076515534e-15,2.7755575615628914e-16,0.7071067811865476,1.7624055194602268,1.1358693762024077,NA,-2.271657206032952,C_from_tilted_residual,0.6266176896296827,2.0888347135970204e-06,0.3132884841610506,4.577421035679708e-07,2.0001299802247456,-4.118927421359331e-13,4.0721307581481625e-05,ok,ROW_VALID,0.0,0.1
4,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,16,5.982364114324778e-17,4.710814662909431e-16,1.1102230246251565e-16,0.7071067811865476,3.275223235489447,1.7597081814823232,NA,-3.5193579222858746,C_from_tilted_residual,1.5155734946858956,2.110882919510977e-06,0.7577722669563136,7.254777957881596e-07,2.0000382183071768,5.594302798783701e-12,2.8960773268416062e-05,ok,ROW_VALID,0.0,-0.1
5,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,32,5.404099585157222e-17,7.086007416415942e-16,3.3306690738754696e-16,0.7071067811865475,3.74594057190762,2.0326793143304824,NA,-4.065278778706029,C_from_tilted_residual,1.7133411075320737,2.1340064900955193e-06,0.8566507354699215,7.183997684664189e-07,2.0000462692560568,7.486899988862206e-12,3.963659223060745e-05,ok,ROW_VALID,0.0,-0.1
6,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,64,1.1551618081076548e-16,1.3188164667288033e-15,3.0531133177191805e-16,0.7071067811865476,4.171930657534256,2.281103243274573,NA,-4.562106825443517,C_from_tilted_residual,1.8909270753653118,2.15126474269338e-06,0.9454387792768415,7.131224713329449e-07,2.0000523744241447,9.381828647292423e-12,4.95168116287914e-05,ok,ROW_VALID,0.0,-0.1
7,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,128,8.421724900289804e-17,1.0933197342134596e-15,1.1102230246251565e-16,0.7071067811865476,4.5638962538924535,2.5105931249220115,NA,-5.021068177134626,C_from_tilted_residual,2.053421201679839,2.164991770601943e-06,1.0266812511802725,7.090110085596765e-07,2.0000571738494557,1.1281753309333453e-11,5.869931929414207e-05,ok,ROW_VALID,0.0,-0.1
4,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,16,3.709054435249704e-17,4.538351197896428e-16,8.326672684688674e-17,0.7071067811865476,1.4843523501099187,0.8967248082399029,NA,-1.7933980579797684,C_from_tilted_residual,0.5876791003700532,2.045299472154659e-06,0.2938266932949518,5.385145435306086e-07,2.0000875134245333,2.017830347256222e-13,2.5713780149594356e-05,ok,ROW_VALID,0.0,-0.1
5,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,32,6.868602585864479e-17,7.230416431921788e-16,1.6653345369377348e-16,0.7071067811865475,1.594999380828137,0.9899332033434511,NA,-1.9798024999968562,C_from_tilted_residual,0.605130084174732,2.0630647675577517e-06,0.30254909550910813,5.043280056272109e-07,2.0001054148136257,2.7150504067208203e-13,3.1893156515749865e-05,ok,ROW_VALID,0.0,-0.1
6,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,64,7.40400285324469e-17,8.622212355153852e-16,1.3877787807814457e-16,0.7071067811865476,1.685646546734078,1.0682770745154913,NA,-2.1364804964965884,C_from_tilted_residual,0.617443124752981,2.0772901292723453e-06,0.3087031771022264,4.783166606680292e-07,2.000119112957869,3.4139358007223564e-13,3.677054852824213e-05,ok,ROW_VALID,0.0,-0.1
7,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,-0.1,0.5,0.5,128,9.506671571045825e-17,1.2024679499567828e-15,2.498001805406602e-16,0.7071067811865476,1.762405519460227,1.1358693762024077,NA,-2.2716572061395333,C_from_tilted_residual,0.6266176895231013,2.0890526411700665e-06,0.31328848416102284,4.577419618171878e-07,2.0001299798847207,4.109490525650017e-13,4.072120105558241e-05,ok,ROW_VALID,0.0,-0.1
4,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,16,5.697900611834063e-17,3.1702310522213485e-16,8.326672684688674e-17,0.7071067811865476,3.274870653868569,1.7595069029854584,NA,-3.518951982812754,C_from_tilted_residual,1.5154255740412736,2.1110713797392984e-06,0.757697461108342,7.254741063735887e-07,2.000040453909592,0.06061635965633527,3.0651824589611465e-05,ok,ROW_VALID,0.02,0.0
5,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,32,8.588747480405483e-17,6.688299646819979e-16,5.551115123125783e-17,0.7071067811865475,3.7455255181351856,2.03243683414855,NA,-4.064794296155979,C_from_tilted_residual,1.7131680561277562,2.1341961291245986e-06,0.8565643293129477,7.18392738825769e-07,2.000045994796319,0.06852586559055496,3.9397501860882755e-05,ok,ROW_VALID,0.02,0.0
6,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,64,7.813050879208546e-17,1.0419862139868126e-15,2.7755575615628914e-16,0.7071067811865476,4.171460769423411,2.2808240220977654,NA,-4.561552549034584,C_from_tilted_residual,1.8907322424865924,2.1508405121774553e-06,0.9453424041385938,7.131124759638262e-07,2.000050176749924,0.07562825446550248,4.7434209404784156e-05,ok,ROW_VALID,0.02,0.0
7,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,128,8.864721296948867e-17,1.452051449252781e-15,1.942890293094024e-16,0.7071067811865476,4.563376867103681,2.5102804137158374,NA,-5.020450395739702,C_from_tilted_residual,2.053206885079817,2.165012279626732e-06,1.0265760031540783,7.089990890778616e-07,2.000053458069828,0.08212707428781585,5.4878771660327175e-05,ok,ROW_VALID,0.02,0.0
4,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,16,8.788125307935192e-17,4.2850883380066587e-16,1.1102230246251565e-16,0.7071067811865476,1.4841888922714517,0.8966143804583511,NA,-1.7931725935734548,C_from_tilted_residual,0.5876306791563479,2.0446178132640574e-06,0.29380133042241074,5.384721915876005e-07,2.0000953648218207,0.023505076641482603,2.8018311526434303e-05,ok,ROW_VALID,0.02,0.0
5,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,32,7.395575185485122e-17,6.35213883636999e-16,5.551115123125783e-17,0.7071067811865475,1.5948200490598796,0.989806036673085,NA,-1.9795457093161424,C_from_tilted_residual,0.6050803764168222,2.062342521122246e-06,0.3025236272362064,5.042699085600374e-07,2.0001094854795705,0.02420303085711195,3.3121944409408854e-05,ok,ROW_VALID,0.02,0.0
6,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,64,7.731721850641698e-17,6.369601357608882e-16,0.0,0.7071067811865476,1.6854550962701254,1.0681365606719482,NA,-2.136198708763099,C_from_tilted_residual,0.6173929481789742,2.076074308812479e-06,0.30867789866659834,4.782447201291859e-07,2.0001203547320294,0.024695505774984194,3.7150845777489394e-05,ok,ROW_VALID,0.02,0.0
7,tail_alpha_1_left_transport_current_nonLDB_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.0,0.49,0.51,128,8.402376018556009e-17,1.1675771530904697e-15,8.326672684688674e-17,0.7071067811865476,1.7622042997651959,1.135717819988455,NA,-2.271354698393515,C_from_tilted_residual,0.6265674213601358,2.0885575470124095e-06,0.3132635012421281,4.5765816407015465e-07,2.0001290251680115,0.025062461212448595,4.04188758795776e-05,ok,ROW_VALID,0.02,0.0
4,tail_alpha_0.5_left_transport_current_nonLDB_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,nonLDB_site_skew,0.05,0.49,0.51,16,6.694912489714966e-17,3.574269228017755e-16,1.3877787807814457e-16,0.7071067811865476,3.2748245590112735,1.759672174208398,NA,-3.5190300848344718,C_from_tilted_residual,1.5154666483851997,2.1109702069324193e-06,0.757714359327688,7.254851290753019e-07,2.0000500580850247,0.06061771141022365,3.792972982363807e-05,ok,ROW_VALID,0.02,0.05
