q_overflow,mass_over_mp,accessible_fraction,inaccessible_area_proxy,classicality_proxy
0.1275,0.12664935564583146,0.8725,0.01625625,0.12194847275338372
0.13,0.12909840180890048,0.87,0.016900000000000002,0.1264588140211499
0.1325,0.13154545711491125,0.8674999999999999,0.017556250000000002,0.1310328877978042
0.135,0.13399048382724388,0.865,0.018225,0.13566944799041403
0.1375,0.13643344424056178,0.8625,0.018906250000000003,0.14036723639745774
0.14,0.13887430068139328,0.86,0.019600000000000003,0.14512498327533052
0.14250000000000002,0.1413130155087126,0.8574999999999999,0.020306250000000005,0.14994140790755284
0.145,0.14374955111452029,0.855,0.021025,0.15481521917632857
0.1475,0.14618386992442312,0.8525,0.021756249999999998,0.15974511613609788
0.15,0.1486159343982137,0.85,0.0225,0.164729788588728
0.1525,0.15104570703044923,0.8475,0.02325625,0.16976791765999166
0.155,0.1534731503510299,0.845,0.024025,0.17485817637697898
0.1575,0.15589822692577684,0.8425,0.024806250000000002,0.17999923024609132
0.16,0.15832089935700935,0.84,0.0256,0.18518973783127057
0.1625,0.1607411302841215,0.8375,0.026406250000000003,0.1904283513321131
0.165,0.16315888238415846,0.835,0.027225000000000003,0.19571371716152597
0.1675,0.16557411837239192,0.8325,0.028056250000000005,0.20104447652258206
0.17,0.16798680100289515,0.83,0.028900000000000006,0.20641926598423332
0.17250000000000001,0.17039689306911737,0.8275,0.029756250000000005,0.21183671805554738
0.17500000000000002,0.17280435740445746,0.825,0.030625000000000006,0.21729546175813186
0.1775,0.17520915688283722,0.8225,0.03150625,0.22279412319641756
0.18,0.1776112544192739,0.8200000000000001,0.0324,0.2283313261254738
0.1825,0.18001061297045182,0.8175,0.033306249999999996,0.23390569251603366
0.185,0.18240719553529403,0.815,0.034225,0.2395158431164104
0.1875,0.18480096515553263,0.8125,0.03515625,0.24516039801099265
0.19,0.18719188491627894,0.81,0.0361,0.25083797717500733
0.1925,0.18957991794659246,0.8075,0.03705625,0.2565472010252474
0.195,0.1919650274200497,0.8049999999999999,0.038025,0.2622866909664654
0.1975,0.19434717655531214,0.8025,0.039006250000000006,0.2680550699331372
0.2,0.19672632861669317,0.8,0.04000000000000001,0.27385096292630917
0.2025,0.19910244691472498,0.7975,0.04100625000000001,0.2796729975452452
0.20500000000000002,0.2014754948067239,0.7949999999999999,0.04202500000000001,0.2855198045135966
0.20750000000000002,0.20384543569735586,0.7925,0.043056250000000004,0.29139001819982324
0.21,0.2062122330392005,0.79,0.04409999999999999,0.29728227713160227
0.2125,0.20857585033331513,0.7875,0.045156249999999995,0.3031952245039652
0.215,0.210936251129797,0.785,0.046224999999999995,0.3091275086809102
0.2175,0.2132933990283459,0.7825,0.04730625,0.31507778369024697
0.22,0.21564725767882534,0.78,0.0484,0.32104470971143206
0.2225,0.21799779078182302,0.7775,0.04950625,0.32702695355616607
0.225,0.22034496208921076,0.775,0.050625,0.3330231891415256
0.2275,0.22268873540470344,0.7725,0.051756250000000004,0.33903209795541345
0.23,0.22502907458441707,0.77,0.0529,0.3450523695141168
0.2325,0.22736594353742648,0.7675,0.05405625000000001,0.35108270181177037
0.23500000000000001,0.22969930622632143,0.765,0.05522500000000001,0.35712180176152797
0.23750000000000002,0.23202912666776285,0.7625,0.056406250000000005,0.36316838562825693
0.24,0.23435536893303738,0.76,0.0576,0.3692211794525717
0.2425,0.23667799714861162,0.7575000000000001,0.05880625,0.37527891946603786
0.245,0.23899697549668525,0.755,0.060024999999999995,0.3813403524973775
0.2475,0.2413122682157434,0.7525,0.06125625,0.3874042363695229
0.25,0.24362383960110817,0.75,0.0625,0.3934693402873666
0.2525,0.24593165400548928,0.7475,0.06375625,0.39953444521606774
0.255,0.24823567583953376,0.745,0.065025,0.40559834424978136
0.2575,0.25053586957237467,0.7424999999999999,0.06630625,0.41165984297068525
0.26,0.25283219973217913,0.74,0.06760000000000001,0.4177177597981867
0.2625,0.25512463090669546,0.7375,0.06890625,0.4237709263282
0.265,0.25741312774379904,0.735,0.07022500000000001,0.429818187662395
0.2675,0.2596976549520376,0.7324999999999999,0.07155625,0.4358584027273199
0.27,0.2619781773011756,0.73,0.0729,0.4418904445833174
0.2725,0.2642546596227372,0.7275,0.07425625000000001,0.4479132007231533
0.275,0.2665270668105489,0.725,0.07562500000000001,0.4539255733602906
0.2775,0.26879536382128066,0.7224999999999999,0.07700625000000001,0.45992647970674727
0.28,0.27105951567498665,0.72,0.07840000000000001,0.465914852240483
0.28250000000000003,0.2733194874556444,0.7175,0.07980625000000002,0.47188963896227176
0.28500000000000003,0.2755752443116933,0.715,0.08122500000000002,0.47784980364202023
0.28750000000000003,0.2778267514565721,0.7124999999999999,0.08265625000000001,0.4837943260545037
0.29,0.2800739741692554,0.71,0.0841,0.48972220220449625
0.2925,0.2823168777947891,0.7075,0.08555624999999999,0.4956324445412811
0.295,0.2845554277448246,0.7050000000000001,0.08702499999999999,0.501524082162534
0.2975,0.28678958949815253,0.7025,0.08850625,0.5073961610075792
0.3,0.28901932860123475,0.7,0.09,0.5132477440400283
0.3025,0.2912446106687361,0.6975,0.09150625,0.5190779114198136
0.305,0.29346540138405425,0.6950000000000001,0.093025,0.5248857606646409
0.3075,0.29568166649984906,0.6925,0.09455625,0.5306704068008903
0.31,0.2978933718385709,0.69,0.0961,0.5364309825040015
0.3125,0.3001004832929873,0.6875,0.09765625,0.5421666382283857
0.315,0.3023029668267094,0.685,0.09922500000000001,0.5478765423269172
0.3175,0.3045007884747165,0.6825,0.10080625,0.5535598811600567
0.32,0.30669391434388,0.6799999999999999,0.1024,0.5592158591946754
0.3225,0.3088823106134858,0.6775,0.10400625000000001,0.5648436990926431
0.325,0.31106594353575645,0.675,0.10562500000000001,0.570442641789261
0.3275,0.3132447794363709,0.6725,0.10725625000000001,0.5760119465616186
0.33,0.3154187847149843,0.6699999999999999,0.10890000000000001,0.5815508910869647
0.3325,0.31758792584574574,0.6675,0.11055625000000001,0.5870587714911824
0.335,0.3197521693778157,0.665,0.11222500000000002,0.5925349023874724
0.3375,0.32191148193588165,0.6625,0.11390625000000001,0.5979786169053452
0.34,0.32406583022067276,0.6599999999999999,0.11560000000000002,0.6033892667100351
0.3425,0.3262151810094734,0.6575,0.11730625000000001,0.6087662220124506
0.34500000000000003,0.3283595011566354,0.655,0.11902500000000002,0.6141088715697811
0.34750000000000003,0.33049875759408964,0.6525,0.12075625000000002,0.6194166226768869
0.35000000000000003,0.3326329173318553,0.6499999999999999,0.12250000000000003,0.6246889011486005
0.3525,0.33476194745854937,0.6475,0.12425624999999998,0.6299251512930752
0.355,0.3368858151418933,0.645,0.126025,0.6351248358763208
0.3575,0.33900448762922025,0.6425000000000001,0.12780624999999998,0.6402874360780662
0.36,0.34111793224797954,0.64,0.1296,0.6454124514391011
0.3625,0.3432261164062405,0.6375,0.13140625,0.6504993998002435
0.365,0.3453290075931957,0.635,0.13322499999999998,0.6555478172330909
0.3675,0.34742657337966143,0.6325000000000001,0.13505625,0.660557257962711
0.37,0.34951878141857873,0.63,0.1369,0.665527294282436
0.3725,0.3516055994455111,0.6275,0.13875625,0.6704575164609228
0.375,0.35368699527914327,0.625,0.140625,0.6753475326416503
0.3775,0.3557629368217766,0.6225,0.14250625,0.6801969687350198
0.38,0.3578333920598246,0.62,0.1444,0.6850054683032367
0.3825,0.359898329064306,0.6174999999999999,0.14630625,0.6897726924381449
0.385,0.36195771599133786,0.615,0.148225,0.6944983196321949
0.3875,0.3640115210826262,0.6125,0.15015625000000002,0.6991820456427245
0.39,0.36605971266595577,0.61,0.1521,0.7038235833497333
0.3925,0.3681022591556787,0.6074999999999999,0.15405625,0.7084226626073366
0.395,0.3701391290532012,0.605,0.15602500000000002,0.7129790300890827
0.3975,0.37217029094746984,0.6025,0.15800625000000001,0.7174924491273205
0.4,0.37419571351545566,0.6,0.16000000000000003,0.7219626995468059
0.4025,0.37621536552263696,0.5974999999999999,0.16200625000000002,0.726389577492736
0.405,0.3782292158234813,0.595,0.16402500000000003,0.7307728952534005
0.40750000000000003,0.3802372333619259,0.5925,0.16605625000000002,0.7351124810776408
0.41000000000000003,0.3822393871718562,0.59,0.16810000000000003,0.7394081789873108
0.41250000000000003,0.3842356463775838,0.5874999999999999,0.17015625000000004,0.7436598485849264
0.41500000000000004,0.3862259801943222,0.585,0.17222500000000002,0.7478673648566999
0.4175,0.38821035792866165,0.5825,0.17430625,0.7520306179711493
0.42,0.3901887489790428,0.5800000000000001,0.17639999999999997,0.7561495130734753
0.4225,0.39216112283622845,0.5775,0.17850624999999998,0.7602239700758965
0.425,0.39412744908377345,0.575,0.18062499999999998,0.7642539234441365
0.4275,0.3960876973984948,0.5725,0.18275624999999998,0.7682393219802515
0.43,0.39804183755093847,0.5700000000000001,0.18489999999999998,0.7721801286019909
0.4325,0.39998983940584604,0.5675,0.18705625,0.7760763201188786
0.435,0.401931672922619,0.565,0.189225,0.7799278870052042
0.4375,0.40386730815578237,0.5625,0.19140625,0.7837348331701127
0.44,0.4057967152554463,0.56,0.1936,0.7874971757249779
0.4425,0.4077198644677667,0.5575,0.19580625000000002,0.7912149447482445
0.445,0.4096367261354036,0.5549999999999999,0.198025,0.7948881830479231
0.4475,0.4115472706979787,0.5525,0.20025625,0.7985169459219206
0.45,0.4134514686925315,0.55,0.2025,0.8021013009163853
0.4525,0.4153492907539733,0.5475,0.20475625,0.8056413275822456
0.455,0.41724070761554016,0.5449999999999999,0.20702500000000001,0.8091371172301198
0.4575,0.41912569010924433,0.5425,0.20930625000000003,0.8125887726837712
0.46,0.42100420916632386,0.54,0.2116,0.8159964080322801
0.4625,0.4228762358176911,0.5375,0.21390625000000002,0.819360148381106
0.465,0.42474174119437935,0.5349999999999999,0.21622500000000003,0.8226801296022037
0.4675,0.4266006965279879,0.5325,0.21855625000000004,0.8259564980833632
0.47000000000000003,0.4284530731511257,0.53,0.22090000000000004,0.8291894104769352
0.47250000000000003,0.43029884249785394,0.5275,0.22325625000000002,0.8323790334481003
0.47500000000000003,0.43213797610412585,0.5249999999999999,0.22562500000000002,0.8355255434228451
0.47750000000000004,0.4339704456082263,0.5225,0.22800625000000002,0.8386291263357952
0.48,0.4357962227512084,0.52,0.2304,0.8416899773780613
0.4825,0.43761527937733014,0.5175000000000001,0.23280625,0.8447083007452456
0.485,0.4394275874344881,0.515,0.235225,0.847684309385758
0.4875,0.44123311897465006,0.5125,0.23765624999999999,0.8506182247495819
0.49,0.4430318461542861,0.51,0.24009999999999998,0.8535102765376342
0.4925,0.444823741234798,0.5075000000000001,0.24255625,0.8563607024518544
0.495,0.44660877658294695,0.505,0.245025,0.8591697479461586
0.4975,0.4483869246712798,0.5025,0.24750625,0.8619376659783891
0.5,0.4501581580785531,0.5,0.25,0.8646647167633873
0.5025000000000001,0.45192244949015675,0.49749999999999994,0.25250625000000004,0.8673511675273158
0.505,0.4536797716985346,0.495,0.255025,0.8699972922633489
0.5075000000000001,0.45543009760360437,0.49249999999999994,0.25755625000000004,0.872603371488853
0.51,0.4571734002131752,0.49,0.2601,0.8751696920041672
0.5125,0.4589096526433644,0.48750000000000004,0.26265625,0.8776965466530994
0.515,0.46063882811901175,0.485,0.265225,0.8801842340852439
0.5175,0.4623608999740921,0.48250000000000004,0.26780624999999997,0.8826330585202244
0.52,0.4640758416521273,0.48,0.27040000000000003,0.885043329513965
0.5225,0.465783626706595,0.47750000000000004,0.27300624999999995,0.887415361727085
0.525,0.4674842288013373,0.475,0.275625,0.8897494746955148
0.5275,0.4691776217109659,0.47250000000000003,0.27825625,0.8920459926034175
0.53,0.47086377932126744,0.47,0.28090000000000004,0.8943052440585115
0.5325,0.47254267562960567,0.4675,0.28355624999999995,0.8965275618698695
0.535,0.4742142847453227,0.46499999999999997,0.286225,0.8987132828282816
0.5375,0.47587858089013796,0.4625,0.28890625,0.9008627474892527
0.54,0.4775355383985462,0.45999999999999996,0.2916,0.902976299958713
0.5425,0.47918513171821264,0.4575,0.29430625,0.9050542876815083
0.545,0.48082733541036793,0.45499999999999996,0.29702500000000004,0.9070970612327373
0.5475,0.48246212415019946,0.4525,0.29975625,0.9091049741119994
0.55,0.4840894727272427,0.44999999999999996,0.30250000000000005,0.9110783825406137
0.5525,0.48570935604576915,0.4475,0.30525625,0.9130176452618628
0.555,0.48732174912517445,0.44499999999999995,0.30802500000000005,0.914923123344318
0.5575,0.4889266271003626,0.4425,0.31080625,0.9167951799882931
0.56,0.49052396522212993,0.43999999999999995,0.31360000000000005,0.9186341803354747
0.5625,0.49211373885754645,0.4375,0.31640625,0.9204404912817723
0.5650000000000001,0.49369592349033625,0.43499999999999994,0.3192250000000001,0.9222144812934278
0.5675,0.4952704947212549,0.4325,0.32205625,0.9239565202264215
0.5700000000000001,0.4968374282684663,0.42999999999999994,0.3249000000000001,0.9256669791492104
0.5725,0.49839669996791663,0.4275,0.32775625,0.9273462301688259
0.5750000000000001,0.4999482857737075,0.42499999999999993,0.33062500000000006,0.9289946462603631
0.5775,0.5014921617584662,0.4225,0.33350625,0.930612601099883
0.58,0.5030283041137155,0.42000000000000004,0.3364,0.9322004689007521
0.5825,0.5045566891502397,0.4175,0.33930625000000003,0.9337586242534377
0.585,0.5060772932984507,0.41500000000000004,0.34222499999999995,0.9352874419687731
0.5875,0.5075900931087519,0.4125,0.34515625000000005,0.9367872969247112
0.59,0.5090950652518986,0.41000000000000003,0.34809999999999997,0.9382585639165709
0.5925,0.5105921865193586,0.4075,0.35105625,0.9397016175107907
0.595,0.5120814338236698,0.405,0.354025,0.9411168319021896
0.5975,0.5135627841987968,0.40249999999999997,0.35700625,0.9425045807747423
0.6,0.5150362148004839,0.4,0.36,0.9438652371658662
0.6025,0.5165017029066088,0.39749999999999996,0.36300625000000003,0.9451991733342213
0.605,0.5179592259175319,0.395,0.366025,0.9465067606310145
0.6075,0.5194087613564453,0.39249999999999996,0.36905625000000003,0.9477883693748059
0.61,0.5208502868697195,0.39,0.3721,0.9490443687298058
0.6125,0.5222837802272478,0.38749999999999996,0.3751562500000001,0.9502751265876505
0.615,0.523709219322789,0.385,0.378225,0.951481009452646
0.6175,0.5251265821743093,0.38249999999999995,0.38130625000000007,0.9526623823304632
0.62,0.52653584692432,0.38,0.3844,0.9538196086202653
0.6225,0.5279369918402155,0.37749999999999995,0.38750625000000005,0.9549530500102513
0.625,0.5293299953146074,0.375,0.390625,0.9560630663765926
0.6275000000000001,0.5307148358656595,0.37249999999999994,0.3937562500000001,0.957150015685739
0.63,0.532091492137417,0.37,0.39690000000000003,0.9582142539000708
0.6325000000000001,0.5334599429001373,0.36749999999999994,0.40005625000000006,0.9592561348868699
0.635,0.5348201670506169,0.365,0.403225,0.9602760103305814
0.6375000000000001,0.5361721436125165,0.36249999999999993,0.4064062500000001,0.9612742296483356
0.64,0.537515851736685,0.36,0.4096,0.962251139908701
0.6425,0.5388512707014811,0.35750000000000004,0.41280624999999993,0.9632070857536329
0.645,0.5401783799130925,0.355,0.41602500000000003,0.9641424093235862
0.6475,0.5414971589058529,0.35250000000000004,0.41925624999999994,0.9650574501857543
0.65,0.5428075873425593,0.35,0.42250000000000004,0.9659525452654006
0.6525,0.544109645014784,0.34750000000000003,0.42575624999999995,0.966828028780241
0.655,0.5454033118431869,0.345,0.42902500000000005,0.9676842321778412
0.6575,0.5466885678778254,0.3425,0.43230624999999995,0.9685214840759879
0.66,0.5479653932984612,0.33999999999999997,0.43560000000000004,0.9693401102059925
0.6625,0.5492337684148668,0.3375,0.43890625,0.9701404333588844
0.665,0.5504936736671292,0.33499999999999996,0.44222500000000003,0.9709227733344533
0.6675,0.5517450896259506,0.3325,0.44555625,0.971687446893093
0.67,0.5529879969929489,0.32999999999999996,0.4489000000000001,0.9724347677104067
0.6725,0.5542223766009546,0.3275,0.45225624999999997,0.9731650463345229
0.675,0.5554482094143077,0.32499999999999996,0.45562500000000006,0.9738785901460818
0.6775,0.5566654765291495,0.3225,0.45900625,0.974575703320839
0.68,0.5578741591737155,0.31999999999999995,0.4624000000000001,0.9752566867948457
0.6825,0.5590742387086236,0.3175,0.46580625,0.9759218382321527
0.685,0.5602656966271633,0.31499999999999995,0.46922500000000006,0.9765714519949921
0.6875,0.5614485145555793,0.3125,0.47265625,0.9772058191163877
0.6900000000000001,0.5626226742533562,0.30999999999999994,0.4761000000000001,0.9778252272751449
0.6925,0.5637881576134987,0.3075,0.47955625,0.9784299607731706
0.6950000000000001,0.5649449466628117,0.30499999999999994,0.4830250000000001,0.9790203005150743
0.6975,0.566093023562177,0.3025,0.48650625000000003,0.9795965239899983
0.7000000000000001,0.5672323706068286,0.29999999999999993,0.4900000000000001,0.9801589052556298
0.7025,0.5683629702266257,0.2975,0.49350625000000004,0.9807077149243425
0.705,0.5694848049863236,0.29500000000000004,0.49702499999999994,0.981243220151419
0.7075,0.5705978575858424,0.2925,0.50055625,0.9817656846253012
0.71,0.571702110860534,0.29000000000000004,0.5041,0.9822753685598222
0.7125,0.5727975477814472,0.2875,0.50765625,0.9827725286883648
0.715,0.5738841514555892,0.28500000000000003,0.5112249999999999,0.9832574182599007
0.7175,0.5749619051261875,0.2825,0.51480625,0.9837302870368562
0.72,0.576030792172947,0.28,0.5184,0.9841913812947581
0.7225,0.5770907961123072,0.27749999999999997,0.52200625,0.9846409438236076
0.725,0.5781419005976961,0.275,0.525625,0.9850792139309321
0.7275,0.5791840894197824,0.27249999999999996,0.5292562500000001,0.9855064274464685
0.73,0.580217346506725,0.27,0.5328999999999999,0.9859228167284252
0.7325,0.5812416559244215,0.26749999999999996,0.5365562500000001,0.9863286106712771
0.735,0.5822570018767534,0.265,0.540225,0.986724034715043
0.7375,0.5832633687058305,0.26249999999999996,0.54390625,0.9871093108559985
0.74,0.5842607408922309,0.26,0.5476,0.9874846576587764
0.7425,0.5852491030552419,0.25749999999999995,0.5513062500000001,0.9878502902698063
0.745,0.5862284399530964,0.255,0.555025,0.9882064204320493
0.7475,0.5871987364832075,0.25249999999999995,0.5587562500000001,0.9885532565009779
0.75,0.5881599776824029,0.25,0.5625,0.9888910034617577
0.7525000000000001,0.5891121487271539,0.24749999999999994,0.5662562500000001,0.9892198629475849
0.755,0.5900552349338051,0.245,0.570025,0.9895400332591346
0.7575000000000001,0.5909892217588008,0.24249999999999994,0.5738062500000001,0.9898517093850755
0.76,0.5919140947989083,0.24,0.5776,0.9901550830236076
0.7625000000000001,0.5928298397914417,0.23749999999999993,0.5814062500000001,0.9904503426049797
0.765,0.59373644261448,0.235,0.585225,0.9907376733149447
0.7675000000000001,0.5946338892870864,0.23249999999999993,0.5890562500000001,0.991017257119109
0.77,0.5955221659695229,0.22999999999999998,0.5929,0.9912892727881383
0.7725,0.5964012589634642,0.22750000000000004,0.59675625,0.9915538959237739
0.775,0.5972711547122089,0.22499999999999998,0.6006250000000001,0.9918112989856259
0.7775,0.5981318398008885,0.22250000000000003,0.6045062499999999,0.9920616513186986
0.78,0.598983300956674,0.21999999999999997,0.6084,0.9923051191816126
0.7825,0.5998255250489811,0.21750000000000003,0.6123062499999999,0.9925418657754843
0.785,0.6006584990896727,0.21499999999999997,0.616225,0.9927720512734276
0.7875,0.6014822102332583,0.21250000000000002,0.62015625,0.9929958328506375
0.79,0.6022966457770934,0.20999999999999996,0.6241000000000001,0.9932133647150251
0.7925,0.6031017931615742,0.20750000000000002,0.62805625,0.9934247981383635
0.795,0.6038976399703322,0.20499999999999996,0.6320250000000001,0.9936302814879148
0.7975,0.6046841739304248,0.2025,0.63600625,0.9938299602585019
0.8,0.6054613829125256,0.19999999999999996,0.6400000000000001,0.994023977104994
0.8025,0.6062292549311106,0.1975,0.64400625,0.9942124718751716
0.805,0.6069877781446433,0.19499999999999995,0.6480250000000001,0.9943955816429416
0.8075,0.6077369408557574,0.1925,0.65205625,0.994573440741872
0.81,0.6084767315114372,0.18999999999999995,0.6561000000000001,0.9947461807990147
0.8125,0.6092071387031958,0.1875,0.66015625,0.9949139307689873
0.8150000000000001,0.6099281511672503,0.18499999999999994,0.6642250000000001,0.9950768169682891
0.8175,0.6106397577846969,0.1825,0.66830625,0.9952349631098182
0.8200000000000001,0.6113419475816813,0.17999999999999994,0.6724000000000001,0.9953884903375669
0.8225,0.6120347097295679,0.1775,0.67650625,0.9955375172614682
0.8250000000000001,0.6127180335451077,0.17499999999999993,0.6806250000000001,0.995682159992367
0.8275,0.6133919084906019,0.1725,0.6847562500000001,0.9958225321770918
0.8300000000000001,0.6140563241740653,0.16999999999999993,0.6889000000000001,0.9959587450336053
0.8325,0.6147112703493863,0.16749999999999998,0.69305625,0.9960909073862052
0.835,0.6153567369164844,0.16500000000000004,0.697225,0.9962191257007592
0.8375,0.6159927139214669,0.16249999999999998,0.70140625,0.9963435041199471
0.84,0.6166191915567815,0.16000000000000003,0.7055999999999999,0.9964641444984924
0.8425,0.6172361601613682,0.15749999999999997,0.7098062500000001,0.9965811464383608
0.845,0.6178436102208077,0.15500000000000003,0.7140249999999999,0.996694607323907
0.8475,0.6184415323674687,0.15249999999999997,0.71825625,0.9968046223569508
0.85,0.619029917380652,0.15000000000000002,0.7224999999999999,0.9969112845917633
0.8525,0.6196087561867331,0.14749999999999996,0.7267562500000001,0.9970146849699467
0.855,0.6201780398593013,0.14500000000000002,0.7310249999999999,0.99711491235519
0.8575,0.6207377596192981,0.14249999999999996,0.73530625,0.9972120535678836
0.86,0.6212879068351524,0.14,0.7395999999999999,0.9973061934195785
0.8625,0.6218284730229139,0.13749999999999996,0.7439062500000001,0.9973974147472746
0.865,0.6223594498463828,0.135,0.748225,0.9974857984475224
0.8675,0.6228808291172399,0.13249999999999995,0.75255625,0.997571423510326
0.87,0.6233926027951717,0.13,0.7569,0.9976543670528332
0.8725,0.6238947629879953,0.12749999999999995,0.7612562500000001,0.9977347043527998
0.875,0.624387301951779,0.125,0.765625,0.9978125088818172
0.8775000000000001,0.6248702120909629,0.12249999999999994,0.7700062500000001,0.9978878523382906
0.88,0.6253434859584751,0.12,0.7744,0.9979608046801577
0.8825000000000001,0.6258071162558473,0.11749999999999994,0.7788062500000001,0.9980314341573366
0.885,0.6262610958333265,0.11499999999999999,0.7832250000000001,0.9980998073438947
0.8875000000000001,0.6267054176899862,0.11249999999999993,0.7876562500000002,0.9981659891699268
0.89,0.6271400749738337,0.10999999999999999,0.7921,0.9982300429531372
0.8925000000000001,0.6275650609819159,0.10749999999999993,0.7965562500000001,0.9982920304301132
0.895,0.6279803691604229,0.10499999999999998,0.801025,0.9983520117872863
0.8975,0.6283859931047889,0.10250000000000004,0.80550625,0.998410045691571
0.9,0.6287819265597908,0.09999999999999998,0.81,0.9984661893206755
0.9025,0.6291681634196449,0.09750000000000003,0.81450625,0.9985204983930787
0.905,0.6295446977281011,0.09499999999999997,0.819025,0.9985730271976653
0.9075,0.6299115236785344,0.09250000000000003,0.82355625,0.9986238286230166
0.91,0.6302686356140351,0.08999999999999997,0.8281000000000001,0.9986729541863494
0.9125,0.6306160280274954,0.08750000000000002,0.83265625,0.9987204540621001
0.915,0.6309536955616943,0.08499999999999996,0.8372250000000001,0.9987663771101482
0.9175,0.6312816330093809,0.08250000000000002,0.84180625,0.9988107709036775
0.92,0.631599835313354,0.07999999999999996,0.8464,0.99885368175667
0.9225,0.6319082975665402,0.07750000000000001,0.85100625,0.9988951547510291
0.925,0.6322070150120704,0.07499999999999996,0.8556250000000001,0.998935233763332
0.9275,0.632495983043352,0.07250000000000001,0.86025625,0.9989739614912058
0.93,0.6327751972041402,0.06999999999999995,0.8649000000000001,0.9990113794793265
0.9325,0.6330446531886075,0.0675,0.86955625,0.9990475281450415
0.935,0.633304346841409,0.06499999999999995,0.8742250000000001,0.9990824468036102
0.9375,0.6335542741577477,0.0625,0.87890625,0.9991161736930649
0.9400000000000001,0.6337944312834349,0.05999999999999994,0.8836000000000002,0.9991487459986895
0.9425,0.6340248145149507,0.057499999999999996,0.88830625,0.9991801998771168
0.9450000000000001,0.6342454202995008,0.05499999999999994,0.8930250000000001,0.9992105704800438
0.9475,0.6344562452350712,0.05249999999999999,0.89775625,0.9992398919775641
0.9500000000000001,0.6346572860704801,0.04999999999999993,0.9025000000000001,0.9992681975811195
0.9525,0.6348485397054295,0.04749999999999999,0.90725625,0.9992955195660705
